"id","name","category","low_price","high_price","median_price","description"
"637","TestFairy","DevOps",NULL,NULL,NULL,"TestFairy is a beta testing platform for mobile apps allowing developers to see videos showing users behavior"
"638","Kobiton","DevOps",NULL,NULL,NULL,"Mobile App Testing on Real Devices for Quality Obsessed Customers. Start Your Free Trial Now: https://t.co/BasBVIXcWA"
"639","LANSA","DevOps","23685.00","62861.00","47570.00","30 years and thousands of customers perfecting the best Mobile and Low-Code Development Platform | Data Integration | MDM, PIM and GDSN"
"640","Appsee","DevOps",NULL,NULL,NULL,"Appsee is a mobile app analytics platform that offers you powerful, qualitative analytics tools that enable you to track and optimize the UX in your app."
"641","Speed Kit","DevOps",NULL,NULL,NULL,"Speed Kit accelerates websites by optimizing content delivery with dynamic caching, browser caching, image optimization, and third-party acceleration. It improves load times, SEO rankings, and conversion rates for e-commerce brands."
"642","AnyPresence","DevOps",NULL,NULL,NULL,"See related links to what you are looking for."
"643","Appachhi","DevOps",NULL,NULL,NULL,"Find Functional Bugs, Performance bottlenecks, Crashes & ANRs across real devices in your app in minutes"
"644","App Liaison","DevOps",NULL,NULL,NULL,"App Liaison helps businesses optimize operations with innovative mobile apps, scalable backends, ERP systems, CRM solutions, and enterprise apps."
"645","AppMakr","DevOps",NULL,NULL,NULL,"Build your own apps for iPhone and Android with our drag and drop mobile app creator. Our video guides help you publish them to Google Play and Apple Appstore"
"646","appsmoment","DevOps",NULL,NULL,NULL,"http://t.co/8oElxYBsLX - Builder Application, Develop Iphone App, Ipad Publishing, App Maker android"
"647","Axway Appcelerator","DevOps",NULL,NULL,NULL,"Appcelerator is a privately held mobile technology company based in San Jose, California."
"648","Apptile","DevOps",NULL,NULL,NULL,"Design your brand's unique mobile app experience. Boost customer conversions & retention. No coding required!"
"649","Apteligent","DevOps",NULL,NULL,NULL,"Apteligent, based in San Francisco, California, is a mobile application intelligence solution providing both tools and app performance insights for mobile developers and product managers and mobile ecosystem performance data."
"650","BLE Mobile Apps","DevOps",NULL,NULL,NULL,"What are BLE apps? Bluetooth Low energy Apps, for Android and iOS, are made utilizing the BLE technology to enable low power for communication."
"651","Bryj","DevOps",NULL,NULL,NULL,"AI-driven, end-to-end mobile app solutions for maximum ROI, 5x faster, cost-efficient, and designed for B2B, B2C, and B2E."
"652","Bootstrap","DevOps",NULL,NULL,NULL,"The most popular HTML, CSS, and JS library in the world."
"653","Bugfender","DevOps",NULL,NULL,NULL,"Bugfender is a log storage service for application developers. Bugfender collects everything happening in the application, even if it doesn’t crash, in order to reproduce and resolve bugs more effectively and provide better customer support."
"654","BuildFire","DevOps",NULL,NULL,NULL,"Build powerful custom mobile apps for iOS & Android using our intuitive and easy to use mobile app builder. Powering over 10,000+ apps in the App Store."
"655","Convertigo","DevOps",NULL,NULL,NULL,"MBaaS and MADP to Develop, Deploy and Manage enterprise mobile applications connected to back end Enterprise data"
"656","CALLR","DevOps",NULL,NULL,NULL,"Global Voice and SMS API for smarter user interactions. Create automated, personalized and contextual communication with our API covering 200+ countries"
"657","Django","DevOps",NULL,NULL,NULL,"A high-level Python Web framework that encourages rapid development and clean, pragmatic design. Tweets by Django Software Foundation and @jezdez"
"658","Dartium","DevOps",NULL,NULL,NULL,"Dart is a language optimized for client-side development for web and mobile."
"659","Buzztouch","DevOps",NULL,NULL,NULL,"Buzztouch allows anyone to create an iPhone app in a few minutes without special knowledge or software. Our revolutionary system was designed with aspiring mobile developers in mind."
"660","Dogtown Media","DevOps",NULL,NULL,NULL,"Dogtown Media is a game-changing mobile app development company that can maximize your impact."
"661","Empressem Technologies","DevOps",NULL,NULL,NULL,"Best Mobile Application Development Company USA for services like iOS application development, Android Application development, Web application development."
"662","enCappture","DevOps",NULL,NULL,NULL,"Launch a high-quality mobile app without the high cost and long development time associated with creating one from scratch."
"663","Dot Com Infoway","DevOps",NULL,NULL,NULL,"Dot Com Infoway, with 20+ years of experience, provides end-to-end IT, marketing, and digital solutions globally."
"664","Estatic Infotech","DevOps",NULL,NULL,NULL,"Estatic Infotech is a leading mobile app development company in India. Hire expert developers for affordable & high-quality app development."
"665","GameSalad","DevOps",NULL,NULL,NULL,"GameSalad Creator is an authoring tool developed by GameSalad, Inc."
"666","iBuildApp","DevOps",NULL,NULL,NULL,"How to Create an App for Android, iPhone. Free, No Coding! Make Your Own App with Mobile Maker, Development Software, Creator Builder Design"
"667","Hook Mobile","DevOps",NULL,NULL,NULL,"Cloud Communication APIs & Tools"
"668","Fastlane Software","DevOps",NULL,NULL,NULL,"The easiest way to automate beta deployments and releases for your iOS, macOS, and Android apps (maintained by @joshdholtz)"
"669","HoodooApps","DevOps",NULL,NULL,NULL,"All the created apps can be previewed in ""ONLINE EMULATOR"" and can be verified to actual performance in real device(s) using our HOODOO INSTANT App.    Unlimited modifications can be made to apps, Even to Live Apps, which flow down to apps in real time..."
"670","Intetics","DevOps",NULL,NULL,NULL,"Intetics, is a technology company focused on creation and operation of distributed professional teams for custom software development, software testing, systems integration and data processing."
"671","Median","DevOps",NULL,NULL,NULL,"Median enables web developers to convert websites into native iOS and Android apps, offering features like push notifications, biometric login, and in-app purchases without extensive mobile development."
"672","Kinetise","DevOps",NULL,NULL,NULL,"The only one allowing to build custom and complex applications with a drag&drop, no-coding editor. Whole design, development and deployment process takes from minutes to hours or days, depending on project complexity."
"673","iSplendid","DevOps",NULL,NULL,NULL,"iSplendid is a web application and mobile app development agency offering comprehensive end-to-end solutions using cutting-edge technologies."
"674","Lasting Dynamics","DevOps",NULL,NULL,NULL,"Lasting Dynamics is a custom software development company focused on web and mobile applications, for partners all around the world."
"675","MartianCraft","DevOps",NULL,NULL,NULL,"MartianCraft is an American-based software company. The company has launched mobile and Mac apps such as Briefs and TouchPad."
"676","MobiCommerce","DevOps",NULL,NULL,NULL,"An ecommerce software solutions company provides shopping cart website, Android, iOS mobile applications and scalable Marketplace solutions for B2B and B2C industry."
"677","moBack","DevOps",NULL,NULL,NULL,"moBack is a company specializing in digital business and augmented virtual reality solutions, offering tools and services such as VR simulations for autonomous vehicles and robotics. They also provide interactive visualization and simulation products for various industries, including a platform that connects software, hardware, and sensors to visualize animation representations."
"678","Mobile Programming","DevOps",NULL,NULL,NULL,"Mobile Programming LLC specializes in mobile app development, utilizing advanced technologies such as IoT, artificial intelligence, machine learning, AR/VR, big data, DevOps, and blockchain. They are dedicated to innovative solutions, high-performance standards, and fostering long-lasting client relationships through timely delivery, continuous testing, feedback, and constant improvement."
"679","Modernized Mobile","DevOps",NULL,NULL,NULL,"Transform ideas into exceptional mobile experiences with experienced app developers located in Tampa, Florida."
"680","Magmito","DevOps",NULL,NULL,NULL,"Magmito is a mobile application generator that is easy-to-use and helps its users produce rich and engaging eco-apps that can be viewed on any mobile phone, from Android to iPhone and everything in between."
"681","Morfik","DevOps",NULL,NULL,NULL,"Morfik Technology Pty Ltd. is an Australian software company that was acquired by Altium in 2010."
"682","nandbox","DevOps",NULL,NULL,NULL,"Build a mobile app with nandbox app builder and create an app for iOS and Android with no coding required."
"683","Parse","DevOps",NULL,NULL,NULL,"The open source GitHub page for the Parse platform."
"684","QWASI","DevOps",NULL,NULL,NULL,"QWASI is a mobile innovation leader building smart experiences that give brands a 360 degree view across contactless and touch free data points."
